conversation_id,account_id,user_id,created_at,resolved_at,channel,issue_type,resolved_by,ai_assist_used_flag,escalated_flag,resolution_minutes,csat_score
conv_00008894,acct_00000186,usr_00004147,2025-03-01 20:09:22,2025-03-01 21:03:22,chat,billing,human,0,0,54,3.5
conv_00008886,acct_00000186,usr_00004150,2025-03-03 15:32:31,2025-03-03 16:18:31,web,api,human,0,0,46,3.7
conv_00008884,acct_00000186,usr_00004137,2025-03-08 15:33:12,2025-03-08 16:08:12,chat,workflow,ai,1,0,35,3.6
conv_00008893,acct_00000186,usr_00004152,2025-03-13 15:00:59,2025-03-13 18:09:59,chat,api,human,0,1,189,2.2
conv_00008898,acct_00000186,usr_00004126,2025-03-15 08:06:17,2025-03-15 08:53:17,web,workflow,human,0,0,47,3.9
conv_00008887,acct_00000186,usr_00004130,2025-03-17 19:23:08,2025-03-17 19:38:08,chat,setup,ai,1,0,15,3.0
conv_00008896,acct_00000186,usr_00004127,2025-03-19 16:14:07,2025-03-19 16:43:07,chat,reporting,ai_plus_human,1,0,29,3.6
conv_00008895,acct_00000186,usr_00004149,2025-03-21 15:53:09,2025-03-21 16:15:09,web,reporting,ai,1,0,22,3.7
conv_00008890,acct_00000186,usr_00004141,2025-03-23 16:14:07,2025-03-23 16:35:07,email,permissions,ai,1,0,21,3.3
conv_00008880,acct_00000186,usr_00004152,2025-03-25 17:55:37,2025-03-25 18:20:37,web,permissions,ai,1,0,25,3.1
conv_00008871,acct_00000186,usr_00004128,2025-03-29 11:58:59,2025-03-29 12:36:59,chat,permissions,human,0,0,38,3.2
conv_00008875,acct_00000186,usr_00004141,2025-04-03 07:20:09,2025-04-03 08:08:09,web,workflow,human,0,0,48,2.6
conv_00008902,acct_00000186,usr_00004130,2025-04-03 11:14:57,2025-04-03 12:05:57,email,permissions,human,0,0,51,2.6
conv_00008897,acct_00000186,usr_00004145,2025-04-03 18:52:58,2025-04-03 20:45:58,web,bug,human,0,0,113,3.4
conv_00008885,acct_00000186,usr_00004140,2025-04-04 11:03:48,2025-04-04 11:26:48,chat,setup,human,0,0,23,3.4
conv_00008879,acct_00000186,usr_00004145,2025-04-04 15:18:23,2025-04-04 16:11:23,chat,workflow,human,0,0,53,3.6
conv_00008877,acct_00000186,usr_00004147,2025-04-04 19:55:51,2025-04-04 20:16:51,web,setup,human,0,0,21,3.4
conv_00008892,acct_00000186,usr_00004132,2025-04-05 11:10:16,2025-04-05 11:22:16,email,setup,human,0,0,12,3.1
conv_00008905,acct_00000186,usr_00004148,2025-04-05 13:22:54,2025-04-05 13:55:54,chat,setup,human,0,0,33,3.6
conv_00008901,acct_00000186,usr_00004137,2025-04-05 15:15:54,2025-04-05 16:58:54,chat,bug,human,0,0,103,3.6
conv_00008874,acct_00000186,usr_00004143,2025-04-07 08:25:37,2025-04-07 09:04:37,email,billing,human,0,0,39,2.6
conv_00008872,acct_00000186,usr_00004136,2025-04-07 10:45:08,2025-04-07 11:30:08,chat,reporting,human,0,0,45,3.5
conv_00008882,acct_00000186,usr_00004146,2025-04-09 17:00:54,2025-04-09 17:27:54,chat,reporting,human,0,0,27,3.4
conv_00008883,acct_00000186,usr_00004139,2025-04-21 12:12:36,2025-04-21 14:32:36,email,bug,human,0,1,140,2.7
conv_00008878,acct_00000186,usr_00004143,2025-04-21 17:03:35,2025-04-21 17:45:35,web,api,ai_plus_human,1,0,42,3.7
conv_00008873,acct_00000186,usr_00004144,2025-04-22 19:47:32,2025-04-22 20:36:32,email,reporting,human,0,0,49,3.4
conv_00008889,acct_00000186,usr_00004143,2025-04-24 12:55:45,2025-04-24 13:52:45,chat,api,human,0,0,57,3.4
conv_00008945,acct_00000187,usr_00004158,2025-02-12 08:13:29,2025-02-12 08:55:29,web,api,ai,1,0,42,3.6
conv_00008952,acct_00000187,usr_00004157,2025-02-14 13:55:34,2025-02-14 15:52:34,email,bug,human,0,0,117,3.6
conv_00008967,acct_00000187,usr_00004157,2025-02-17 19:26:09,2025-02-17 20:02:09,email,workflow,human,0,0,36,3.1
conv_00008909,acct_00000187,usr_00004155,2025-02-21 07:20:03,2025-02-21 08:14:03,chat,api,human,0,0,54,3.8
conv_00008943,acct_00000187,usr_00004157,2025-02-21 13:34:03,2025-02-21 13:49:03,chat,setup,human,0,0,15,3.3
conv_00008925,acct_00000187,usr_00004155,2025-02-21 15:30:07,2025-02-21 16:29:07,email,api,human,0,0,59,2.9
conv_00008963,acct_00000187,usr_00004156,2025-02-22 13:30:38,2025-02-22 14:40:38,chat,bug,ai,1,0,70,3.3
conv_00008946,acct_00000187,usr_00004161,2025-02-26 16:15:21,2025-02-26 16:34:21,email,setup,human,0,0,19,3.1
conv_00008959,acct_00000187,usr_00004164,2025-03-01 20:47:29,2025-03-01 21:21:29,chat,api,ai_plus_human,1,0,34,3.4
conv_00008944,acct_00000187,usr_00004163,2025-03-01 21:14:35,2025-03-01 22:14:35,web,api,human,0,0,60,3.1
conv_00008958,acct_00000187,usr_00004170,2025-03-02 20:41:59,2025-03-02 22:31:59,email,bug,human,0,0,110,4.0
conv_00008941,acct_00000187,usr_00004173,2025-03-03 11:12:52,2025-03-03 11:46:52,chat,permissions,human,0,0,34,3.6
conv_00008912,acct_00000187,usr_00004155,2025-03-03 12:51:07,2025-03-03 14:34:07,web,bug,ai_plus_human,1,1,103,3.1
conv_00008940,acct_00000187,usr_00004167,2025-03-04 08:35:11,2025-03-04 09:25:11,email,billing,human,0,0,50,3.4
conv_00008928,acct_00000187,usr_00004162,2025-03-04 09:59:02,2025-03-04 10:36:02,email,billing,ai,1,0,37,4.0
conv_00008933,acct_00000187,usr_00004155,2025-03-04 10:15:14,2025-03-04 10:50:14,chat,setup,human,0,0,35,3.9
conv_00008930,acct_00000187,usr_00004158,2025-03-05 20:54:10,2025-03-05 21:41:10,email,workflow,human,0,0,47,2.9
conv_00008949,acct_00000187,usr_00004172,2025-03-05 21:59:43,2025-03-05 23:50:43,web,bug,human,0,0,111,2.8
conv_00008956,acct_00000187,usr_00004153,2025-03-06 16:27:32,2025-03-06 17:49:32,chat,workflow,human,0,1,82,3.2
conv_00008960,acct_00000187,usr_00004170,2025-03-06 17:38:19,2025-03-06 18:56:19,email,bug,human,0,0,78,3.2
conv_00008927,acct_00000187,usr_00004168,2025-03-07 08:01:45,2025-03-07 09:22:45,web,bug,ai_plus_human,1,0,81,3.4
conv_00008969,acct_00000187,usr_00004156,2025-03-07 18:00:13,2025-03-07 19:48:13,chat,billing,human,0,1,108,2.5
conv_00008922,acct_00000187,usr_00004163,2025-03-08 08:39:30,2025-03-08 09:05:30,chat,setup,human,0,0,26,3.7
conv_00008968,acct_00000187,usr_00004157,2025-03-08 15:35:42,2025-03-08 16:09:42,email,setup,ai_plus_human,1,1,34,3.1
conv_00008914,acct_00000187,usr_00004164,2025-03-08 16:34:31,2025-03-08 17:02:31,email,setup,human,0,0,28,2.3
conv_00008911,acct_00000187,usr_00004158,2025-03-08 19:19:18,2025-03-08 19:32:18,web,setup,ai,1,0,13,3.8
conv_00008918,acct_00000187,usr_00004160,2025-03-09 15:10:10,2025-03-09 16:59:10,email,bug,human,0,0,109,3.0
conv_00008939,acct_00000187,usr_00004172,2025-03-09 15:29:18,2025-03-09 16:08:18,web,billing,ai,1,0,39,3.8
conv_00008931,acct_00000187,usr_00004172,2025-03-09 15:47:49,2025-03-09 16:35:49,chat,workflow,human,0,0,48,3.1
conv_00008942,acct_00000187,usr_00004154,2025-03-10 11:35:59,2025-03-10 12:47:59,email,workflow,ai_plus_human,1,1,72,2.9
conv_00008948,acct_00000187,usr_00004171,2025-03-10 13:41:19,2025-03-10 14:30:19,chat,billing,human,0,0,49,3.4
conv_00008920,acct_00000187,usr_00004156,2025-03-10 16:04:14,2025-03-10 16:55:14,chat,workflow,human,0,0,51,3.1
conv_00008971,acct_00000187,usr_00004156,2025-03-10 16:07:46,2025-03-10 17:13:46,web,billing,human,0,1,66,2.5
conv_00008908,acct_00000187,usr_00004173,2025-03-10 18:07:50,2025-03-10 19:20:50,email,api,human,0,0,73,3.0
conv_00008907,acct_00000187,usr_00004153,2025-03-10 21:32:58,2025-03-10 22:42:58,chat,api,human,0,0,70,4.0
conv_00008965,acct_00000187,usr_00004156,2025-03-12 21:55:41,2025-03-12 22:38:41,email,reporting,human,0,0,43,3.4
conv_00008937,acct_00000187,usr_00004168,2025-03-13 17:05:27,2025-03-13 19:14:27,chat,api,human,0,1,129,2.6
conv_00008906,acct_00000187,usr_00004164,2025-03-13 18:18:11,2025-03-13 19:35:11,chat,workflow,human,0,1,77,2.9
conv_00008964,acct_00000187,usr_00004172,2025-03-14 09:20:13,2025-03-14 09:56:13,chat,reporting,ai,1,0,36,3.9
conv_00008913,acct_00000187,usr_00004165,2025-03-14 10:17:56,2025-03-14 10:50:56,chat,permissions,human,0,0,33,3.3
conv_00008962,acct_00000187,usr_00004165,2025-03-14 10:40:30,2025-03-14 12:27:30,chat,api,ai_plus_human,1,1,107,2.8
conv_00008910,acct_00000187,usr_00004155,2025-03-15 10:00:00,2025-03-15 10:35:00,email,setup,human,0,0,35,3.6
conv_00008915,acct_00000187,usr_00004170,2025-03-15 10:00:00,2025-03-15 10:54:00,chat,workflow,human,0,0,54,3.0
conv_00008916,acct_00000187,usr_00004171,2025-03-15 10:00:00,2025-03-15 11:50:00,web,bug,human,0,0,110,2.9
conv_00008917,acct_00000187,usr_00004161,2025-03-15 10:00:00,2025-03-15 10:36:00,chat,permissions,human,0,0,36,3.2
conv_00008919,acct_00000187,usr_00004162,2025-03-15 10:00:00,2025-03-15 10:36:00,web,permissions,human,0,0,36,3.6
conv_00008921,acct_00000187,usr_00004168,2025-03-15 10:00:00,2025-03-15 11:06:00,chat,api,ai,1,0,66,3.8
conv_00008923,acct_00000187,usr_00004165,2025-03-15 10:00:00,2025-03-15 10:17:00,email,reporting,ai,1,0,17,3.5
conv_00008924,acct_00000187,usr_00004162,2025-03-15 10:00:00,2025-03-15 10:51:00,chat,billing,human,0,0,51,3.4
conv_00008926,acct_00000187,usr_00004162,2025-03-15 10:00:00,2025-03-15 11:34:00,email,bug,human,0,0,94,3.4
conv_00008929,acct_00000187,usr_00004164,2025-03-15 10:00:00,2025-03-15 11:10:00,email,api,human,0,0,70,4.1
conv_00008932,acct_00000187,usr_00004166,2025-03-15 10:00:00,2025-03-15 10:53:00,email,billing,human,0,0,53,3.7
conv_00008934,acct_00000187,usr_00004159,2025-03-15 10:00:00,2025-03-15 11:06:00,email,bug,ai,1,0,66,4.0
conv_00008935,acct_00000187,usr_00004171,2025-03-15 10:00:00,2025-03-15 13:06:00,chat,bug,human,0,1,186,2.0
conv_00008936,acct_00000187,usr_00004155,2025-03-15 10:00:00,2025-03-15 11:53:00,chat,api,ai_plus_human,1,1,113,2.3
conv_00008938,acct_00000187,usr_00004164,2025-03-15 10:00:00,2025-03-15 10:11:00,chat,setup,human,0,0,11,4.1
conv_00008947,acct_00000187,usr_00004159,2025-03-15 10:00:00,2025-03-15 10:35:00,email,workflow,ai,1,0,35,4.0
conv_00008950,acct_00000187,usr_00004159,2025-03-15 10:00:00,2025-03-15 11:00:00,web,workflow,human,0,0,60,2.6
conv_00008951,acct_00000187,usr_00004157,2025-03-15 10:00:00,2025-03-15 10:25:00,chat,permissions,ai,1,0,25,2.8
conv_00008953,acct_00000187,usr_00004163,2025-03-15 10:00:00,2025-03-15 10:52:00,chat,workflow,human,0,0,52,3.5
conv_00008954,acct_00000187,usr_00004173,2025-03-15 10:00:00,2025-03-15 11:51:00,email,bug,human,0,0,111,3.8
conv_00008955,acct_00000187,usr_00004153,2025-03-15 10:00:00,2025-03-15 10:22:00,chat,permissions,human,0,0,22,3.6
conv_00008961,acct_00000187,usr_00004165,2025-03-15 10:00:00,2025-03-15 10:37:00,email,workflow,ai_plus_human,1,0,37,3.0
conv_00008966,acct_00000187,usr_00004172,2025-03-15 10:00:00,2025-03-15 10:53:00,chat,api,human,0,0,53,2.7
conv_00008970,acct_00000187,usr_00004159,2025-03-15 10:00:00,2025-03-15 11:01:00,chat,api,ai,1,0,61,3.3
conv_00008972,acct_00000187,usr_00004161,2025-03-15 10:00:00,2025-03-15 10:31:00,chat,reporting,human,0,0,31,3.2
conv_00008973,acct_00000187,usr_00004168,2025-03-15 10:00:00,2025-03-15 10:42:00,email,billing,ai,1,0,42,3.5
conv_00008957,acct_00000187,usr_00004159,2025-03-15 15:54:29,2025-03-15 17:33:29,chat,bug,human,0,0,99,3.1
conv_00009004,acct_00000188,usr_00004184,2025-02-09 21:04:15,2025-02-09 21:24:15,chat,setup,human,0,0,20,3.6
conv_00008984,acct_00000188,usr_00004184,2025-02-12 08:38:21,2025-02-12 09:23:21,chat,reporting,human,0,0,45,3.1
conv_00008974,acct_00000188,usr_00004184,2025-02-14 10:24:34,2025-02-14 10:53:34,email,reporting,ai,1,0,29,4.3
conv_00008993,acct_00000188,usr_00004184,2025-02-15 09:19:15,2025-02-15 10:31:15,chat,api,human,0,0,72,3.2
conv_00008978,acct_00000188,usr_00004197,2025-02-15 09:38:48,2025-02-15 10:30:48,email,setup,human,0,1,52,2.2
conv_00008995,acct_00000188,usr_00004181,2025-02-17 08:02:43,2025-02-17 08:34:43,web,reporting,ai,1,0,32,3.4
conv_00009027,acct_00000188,usr_00004181,2025-02-17 13:31:37,2025-02-17 14:27:37,chat,bug,ai_plus_human,1,0,56,3.3
conv_00008982,acct_00000188,usr_00004177,2025-02-22 16:23:46,2025-02-22 17:28:46,email,api,human,0,0,65,3.3
conv_00008992,acct_00000188,usr_00004185,2025-02-23 12:52:13,2025-02-23 14:20:13,chat,bug,human,0,0,88,3.1
conv_00009009,acct_00000188,usr_00004185,2025-02-26 18:56:34,2025-02-26 20:14:34,chat,bug,ai,1,0,78,3.7
conv_00008981,acct_00000188,usr_00004185,2025-02-27 21:40:51,2025-02-27 22:04:51,email,workflow,ai_plus_human,1,0,24,3.5
conv_00009000,acct_00000188,usr_00004183,2025-03-01 08:09:37,2025-03-01 08:41:37,chat,permissions,human,0,0,32,3.5
conv_00009016,acct_00000188,usr_00004185,2025-03-03 20:13:10,2025-03-03 20:57:10,web,bug,ai,1,0,44,3.1
conv_00009008,acct_00000188,usr_00004190,2025-03-04 07:48:19,2025-03-04 07:54:19,chat,setup,ai_plus_human,1,0,6,3.7
conv_00008980,acct_00000188,usr_00004201,2025-03-05 16:00:13,2025-03-05 16:52:13,email,workflow,human,0,0,52,3.6
conv_00008990,acct_00000188,usr_00004188,2025-03-07 16:20:28,2025-03-07 17:54:28,chat,bug,human,0,0,94,3.8
conv_00009013,acct_00000188,usr_00004204,2025-03-08 14:49:42,2025-03-08 15:27:42,email,permissions,human,0,0,38,3.3
conv_00009024,acct_00000188,usr_00004194,2025-03-09 12:37:26,2025-03-09 14:19:26,email,bug,human,0,0,102,3.7
conv_00008996,acct_00000188,usr_00004179,2025-03-09 21:42:54,2025-03-09 22:52:54,web,api,human,0,0,70,2.9
conv_00008997,acct_00000188,usr_00004191,2025-03-11 14:04:37,2025-03-11 14:41:37,chat,reporting,human,0,0,37,2.9
conv_00009022,acct_00000188,usr_00004195,2025-03-12 15:29:51,2025-03-12 16:25:51,web,billing,human,0,0,56,3.9
conv_00008999,acct_00000188,usr_00004202,2025-03-13 20:02:03,2025-03-13 22:01:03,web,bug,ai_plus_human,1,1,119,3.5
conv_00008985,acct_00000188,usr_00004190,2025-03-14 19:37:30,2025-03-14 20:57:30,chat,bug,ai,1,0,80,3.9
conv_00009025,acct_00000188,usr_00004200,2025-03-19 09:34:27,2025-03-19 10:18:27,web,workflow,ai,1,0,44,3.5
conv_00008983,acct_00000188,usr_00004178,2025-03-19 16:51:33,2025-03-19 17:25:33,chat,reporting,human,0,0,34,3.7
conv_00009028,acct_00000188,usr_00004202,2025-03-20 11:47:33,2025-03-20 12:38:33,chat,permissions,human,0,0,51,3.3
conv_00009002,acct_00000188,usr_00004176,2025-03-20 15:14:51,2025-03-20 16:03:51,chat,permissions,human,0,1,49,2.8
conv_00008986,acct_00000188,usr_00004197,2025-03-24 14:25:23,2025-03-24 15:31:23,chat,workflow,human,0,0,66,3.8
conv_00008975,acct_00000188,usr_00004198,2025-03-25 19:52:21,2025-03-25 20:12:21,email,setup,ai,1,0,20,3.3
conv_00009026,acct_00000188,usr_00004205,2025-03-27 09:08:29,2025-03-27 11:08:29,chat,api,human,0,1,120,3.0
conv_00009014,acct_00000188,usr_00004180,2025-04-01 19:38:05,2025-04-01 20:39:05,chat,permissions,human,0,1,61,3.3
conv_00009006,acct_00000188,usr_00004176,2025-04-01 21:32:54,2025-04-01 22:15:54,chat,setup,human,0,1,43,2.7
conv_00009001,acct_00000188,usr_00004197,2025-04-03 18:05:15,2025-04-03 20:31:15,chat,api,human,0,1,146,2.4
conv_00009015,acct_00000188,usr_00004199,2025-04-06 17:02:02,2025-04-06 17:46:02,web,reporting,human,0,0,44,3.0
conv_00009018,acct_00000188,usr_00004199,2025-04-06 18:21:13,2025-04-06 18:50:13,email,permissions,human,0,0,29,3.2
conv_00009023,acct_00000188,usr_00004174,2025-04-06 18:42:56,2025-04-06 19:47:56,chat,workflow,human,0,0,65,3.8
conv_00009021,acct_00000188,usr_00004190,2025-04-07 11:50:02,2025-04-07 12:20:02,chat,reporting,ai,1,0,30,3.5
conv_00008991,acct_00000188,usr_00004175,2025-04-08 20:53:25,2025-04-08 22:25:25,chat,api,human,0,0,92,3.5
conv_00009005,acct_00000188,usr_00004204,2025-04-09 21:50:58,2025-04-09 23:40:58,email,bug,human,0,0,110,3.2
conv_00009017,acct_00000188,usr_00004203,2025-04-10 13:12:45,2025-04-10 13:53:45,email,billing,human,0,0,41,3.5
conv_00009003,acct_00000188,usr_00004188,2025-04-12 09:37:10,2025-04-12 10:06:10,chat,setup,human,0,0,29,3.4
conv_00008989,acct_00000188,usr_00004203,2025-04-12 11:42:07,2025-04-12 12:43:07,email,billing,human,0,0,61,3.1
conv_00009012,acct_00000188,usr_00004193,2025-04-12 12:56:30,2025-04-12 14:29:30,email,api,ai_plus_human,1,1,93,2.9
conv_00009010,acct_00000188,usr_00004174,2025-04-14 16:15:30,2025-04-14 17:08:30,web,api,ai_plus_human,1,0,53,3.4
conv_00009011,acct_00000188,usr_00004206,2025-04-17 15:42:49,2025-04-17 17:05:49,chat,workflow,human,0,1,83,2.7
conv_00009007,acct_00000188,usr_00004188,2025-04-18 10:45:59,2025-04-18 11:02:59,chat,setup,human,0,0,17,2.9
conv_00008977,acct_00000188,usr_00004183,2025-04-19 09:34:03,2025-04-19 10:07:03,web,reporting,ai,1,0,33,4.4
conv_00008994,acct_00000188,usr_00004178,2025-04-19 12:28:19,2025-04-19 13:12:19,web,workflow,human,0,0,44,3.8
conv_00009019,acct_00000188,usr_00004179,2025-04-21 17:49:29,2025-04-21 20:22:29,chat,bug,human,0,1,153,2.2
conv_00008998,acct_00000188,usr_00004208,2025-04-22 09:41:13,2025-04-22 10:11:13,chat,setup,human,0,0,30,3.1
conv_00008979,acct_00000188,usr_00004204,2025-04-25 08:58:42,2025-04-25 09:32:42,chat,billing,ai,1,0,34,3.8
conv_00008988,acct_00000188,usr_00004189,2025-04-25 18:04:20,2025-04-25 19:50:20,chat,bug,human,0,0,106,4.1
conv_00008987,acct_00000188,usr_00004179,2025-04-26 07:53:06,2025-04-26 08:33:06,chat,permissions,human,0,0,40,3.0
conv_00008976,acct_00000188,usr_00004201,2025-04-26 12:06:48,2025-04-26 13:02:48,chat,api,human,0,0,56,3.4
conv_00009020,acct_00000188,usr_00004194,2025-04-29 13:21:29,2025-04-29 14:24:29,email,billing,human,0,0,63,2.9
conv_00009046,acct_00000189,usr_00004209,2025-01-22 20:06:23,2025-01-22 20:41:23,chat,permissions,human,0,0,35,3.1
conv_00009036,acct_00000189,usr_00004209,2025-01-23 17:55:34,2025-01-23 18:41:34,chat,billing,human,0,0,46,3.3
conv_00009051,acct_00000189,usr_00004218,2025-01-24 13:12:15,2025-01-24 14:33:15,email,bug,ai,1,0,81,4.2
conv_00009044,acct_00000189,usr_00004215,2025-01-26 19:08:37,2025-01-26 19:49:37,chat,reporting,human,0,0,41,3.3
conv_00009074,acct_00000189,usr_00004215,2025-01-28 07:50:53,2025-01-28 08:22:53,chat,workflow,ai,1,0,32,3.4
conv_00009057,acct_00000189,usr_00004212,2025-02-01 12:21:21,2025-02-01 12:59:21,email,billing,human,0,0,38,3.3
conv_00009079,acct_00000189,usr_00004211,2025-02-05 19:43:07,2025-02-05 20:28:07,web,reporting,human,0,0,45,3.3
conv_00009063,acct_00000189,usr_00004219,2025-02-08 19:56:45,2025-02-08 20:13:45,email,permissions,ai_plus_human,1,0,17,3.6
conv_00009030,acct_00000189,usr_00004214,2025-02-10 19:41:14,2025-02-10 20:37:14,email,workflow,human,0,0,56,3.7
conv_00009040,acct_00000189,usr_00004220,2025-02-12 18:58:24,2025-02-12 19:42:24,chat,workflow,human,0,0,44,2.7
conv_00009032,acct_00000189,usr_00004216,2025-02-13 11:47:13,2025-02-13 13:08:13,email,bug,human,0,0,81,3.1
conv_00009029,acct_00000189,usr_00004217,2025-02-14 12:40:29,2025-02-14 13:43:29,email,api,human,0,0,63,3.2
conv_00009073,acct_00000189,usr_00004214,2025-02-14 15:54:35,2025-02-14 16:37:35,email,reporting,human,0,0,43,3.5
conv_00009070,acct_00000189,usr_00004214,2025-02-20 11:53:09,2025-02-20 12:19:09,chat,workflow,ai,1,0,26,3.5
conv_00009059,acct_00000189,usr_00004222,2025-02-21 19:12:35,2025-02-21 20:31:35,email,bug,human,0,0,79,3.8
conv_00009083,acct_00000189,usr_00004224,2025-02-25 07:14:53,2025-02-25 07:58:53,email,permissions,human,0,0,44,4.0
conv_00009048,acct_00000189,usr_00004223,2025-02-28 20:58:20,2025-02-28 21:28:20,email,setup,ai_plus_human,1,1,30,2.4
conv_00009061,acct_00000189,usr_00004217,2025-03-02 15:10:07,2025-03-02 16:02:07,email,workflow,human,0,0,52,3.6
conv_00009052,acct_00000189,usr_00004217,2025-03-07 09:09:20,2025-03-07 09:58:20,web,workflow,human,0,0,49,3.6
conv_00009054,acct_00000189,usr_00004225,2025-03-07 17:27:33,2025-03-07 18:05:33,chat,reporting,human,0,0,38,4.0
conv_00009065,acct_00000189,usr_00004221,2025-03-10 16:01:34,2025-03-10 17:54:34,chat,bug,human,0,0,113,3.1
conv_00009072,acct_00000189,usr_00004214,2025-03-10 19:28:35,2025-03-10 19:50:35,email,setup,ai,1,0,22,3.4
conv_00009078,acct_00000189,usr_00004222,2025-03-14 09:12:10,2025-03-14 09:50:10,chat,permissions,human,0,0,38,3.4
conv_00009071,acct_00000189,usr_00004215,2025-03-14 09:38:51,2025-03-14 11:21:51,email,bug,human,0,0,103,4.0
conv_00009041,acct_00000189,usr_00004215,2025-03-15 10:51:01,2025-03-15 11:37:01,web,reporting,human,0,0,46,3.1
conv_00009053,acct_00000189,usr_00004216,2025-03-15 12:32:16,2025-03-15 13:18:16,email,workflow,human,0,0,46,3.1
conv_00009075,acct_00000189,usr_00004217,2025-03-19 15:12:03,2025-03-19 15:28:03,email,setup,ai_plus_human,1,0,16,3.7
conv_00009085,acct_00000189,usr_00004216,2025-03-20 14:14:02,2025-03-20 15:39:02,web,bug,human,0,0,85,3.4
conv_00009042,acct_00000189,usr_00004222,2025-03-20 21:05:36,2025-03-20 21:50:36,chat,workflow,human,0,0,45,3.4
conv_00009035,acct_00000189,usr_00004225,2025-03-22 09:42:11,2025-03-22 10:53:11,chat,bug,human,0,0,71,3.6
conv_00009037,acct_00000189,usr_00004223,2025-03-23 07:36:56,2025-03-23 08:31:56,web,workflow,ai_plus_human,1,1,55,3.3
conv_00009049,acct_00000189,usr_00004215,2025-03-23 18:03:24,2025-03-23 20:50:24,email,bug,human,0,1,167,2.6
conv_00009064,acct_00000189,usr_00004222,2025-03-24 09:06:57,2025-03-24 09:48:57,email,api,ai,1,0,42,3.9
conv_00009055,acct_00000189,usr_00004218,2025-03-25 18:38:48,2025-03-25 19:13:48,email,reporting,human,0,0,35,3.6
conv_00009069,acct_00000189,usr_00004218,2025-03-31 16:54:13,2025-03-31 17:30:13,chat,reporting,human,0,0,36,3.1
conv_00009082,acct_00000189,usr_00004218,2025-04-03 11:53:53,2025-04-03 12:12:53,web,permissions,ai_plus_human,1,0,19,4.0
conv_00009068,acct_00000189,usr_00004217,2025-04-04 14:09:56,2025-04-04 15:18:56,chat,api,human,0,0,69,3.2
conv_00009081,acct_00000189,usr_00004210,2025-04-05 12:40:01,2025-04-05 13:35:01,web,api,ai,1,0,55,3.9
conv_00009047,acct_00000189,usr_00004216,2025-04-05 20:02:47,2025-04-05 20:23:47,email,permissions,ai,1,0,21,3.3
conv_00009077,acct_00000189,usr_00004214,2025-04-07 09:19:13,2025-04-07 11:01:13,chat,bug,human,0,0,102,3.0
conv_00009033,acct_00000189,usr_00004224,2025-04-07 13:43:54,2025-04-07 14:25:54,chat,workflow,human,0,0,42,3.5
conv_00009038,acct_00000189,usr_00004210,2025-04-08 09:58:51,2025-04-08 10:18:51,email,setup,ai,1,0,20,3.4
conv_00009076,acct_00000189,usr_00004215,2025-04-08 11:03:42,2025-04-08 12:05:42,chat,workflow,human,0,0,62,3.3
conv_00009062,acct_00000189,usr_00004210,2025-04-08 18:35:23,2025-04-08 19:33:23,email,api,ai_plus_human,1,0,58,4.1
conv_00009039,acct_00000189,usr_00004226,2025-04-09 19:15:15,2025-04-09 20:05:15,email,api,ai,1,0,50,3.5
